feature_symbol	ensembl_id	entrezgene	TenX_symbol	hgnc_symbol	chromosome	biotype	description	gc_content
RRAGC	ENSG00000116954	64121	RRAGC	RRAGC	1	protein_coding	Ras related GTP binding C	41.45
AL139260.1	ENSG00000228436	NA	RP5-864K19.4	NA	1	antisense	NA	43.46
MYCBP	ENSG00000214114	26292	MYCBP	MYCBP	1	protein_coding	MYC binding protein	44.31
AL139260.3	ENSG00000274944	NA	RP5-864K19.6	NA	1	protein_coding	NA	43.89
GJA9	ENSG00000131233	81025	GJA9	GJA9	1	protein_coding	gap junction protein alpha 9	42.72
RHBDL2	ENSG00000158315	54933	RHBDL2	RHBDL2	1	protein_coding	rhomboid like 2	44.61
AKIRIN1	ENSG00000174574	79647	AKIRIN1	AKIRIN1	1	protein_coding	akirin 1	43.9
NDUFS5	ENSG00000168653	4725	NDUFS5	NDUFS5	1	protein_coding	NADH:ubiquinone oxidoreductase subunit S5	46.54
MACF1	ENSG00000127603	643314	MACF1	MACF1	1	protein_coding	microtubule-actin crosslinking factor 1	42.57
AL442071.1	ENSG00000226438	NA	RP11-420K8.1	NA	1	antisense	NA	41.12
BMP8A	ENSG00000183682	353500	BMP8A	BMP8A	1	protein_coding	bone morphogenetic protein 8a	55
ENSG00000182109	NA	NA	RP11-69E11.4	NA	NA	NA	NA	NA
PABPC4	ENSG00000090621	8761	PABPC4	PABPC4	1	protein_coding	poly(A) binding protein cytoplasmic 4	47.27
AL365277.1	ENSG00000228060	NA	RP11-69E11.8	NA	1	antisense	NA	44.57
HEYL	ENSG00000163909	26508	HEYL	HEYL	1	protein_coding	hes related family bHLH transcription factor with YRPW motif-like	52.2
AL035404.2	ENSG00000225903	NA	RP1-144F13.3	NA	1	antisense	NA	52.87
NT5C1A	ENSG00000116981	84618	NT5C1A	NT5C1A	1	protein_coding	5'-nucleotidase, cytosolic IA	52.18
HPCAL4	ENSG00000116983	51440	HPCAL4	HPCAL4	1	protein_coding	hippocalcin like 4	52.84
PPIE	ENSG00000084072	10450	PPIE	PPIE	1	protein_coding	peptidylprolyl isomerase E	45.04
BMP8B	ENSG00000116985	656	BMP8B	BMP8B	1	protein_coding	bone morphogenetic protein 8b	55.56
OXCT2	ENSG00000198754	64064	OXCT2	OXCT2	1	protein_coding	3-oxoacid CoA-transferase 2	63.36
AL033527.3	ENSG00000261798	NA	RP1-118J21.25	NA	1	antisense	NA	64.13
TRIT1	ENSG00000043514	54802	TRIT1	TRIT1	1	protein_coding	tRNA isopentenyltransferase 1	42.46
MYCL	ENSG00000116990	4610	MYCL	MYCL	1	protein_coding	MYCL proto-oncogene, bHLH transcription factor	53.68
AL033527.2	ENSG00000236546	NA	RP1-118J21.5	NA	1	antisense	NA	49.41
MFSD2A	ENSG00000168389	84879	MFSD2A	MFSD2A	1	protein_coding	major facilitator superfamily domain containing 2A	53.7
CAP1	ENSG00000131236	10487	CAP1	CAP1	1	protein_coding	cyclase associated actin cytoskeleton regulatory protein 1	43.27
PPT1	ENSG00000131238	5538	PPT1	PPT1	1	protein_coding	palmitoyl-protein thioesterase 1	44.02
RLF	ENSG00000117000	6018	RLF	RLF	1	protein_coding	rearranged L-myc fusion	39.69
TMCO2	ENSG00000188800	127391	TMCO2	TMCO2	1	protein_coding	transmembrane and coiled-coil domains 2	43.03
AL050341.2	ENSG00000259943	NA	RP1-39G22.7	NA	1	antisense	NA	40.43
ZMPSTE24	ENSG00000084073	10269	ZMPSTE24	ZMPSTE24	1	protein_coding	zinc metallopeptidase STE24	40.78
COL9A2	ENSG00000049089	1298	COL9A2	COL9A2	1	protein_coding	collagen type IX alpha 2 chain	57.42
SMAP2	ENSG00000084070	64744	SMAP2	SMAP2	1	protein_coding	small ArfGAP2	41.95
ZFP69B	ENSG00000187801	65243	ZFP69B	ZFP69B	1	protein_coding	ZFP69 zinc finger protein B	41.8
ZFP69	ENSG00000187815	339559	ZFP69	ZFP69	1	protein_coding	ZFP69 zinc finger protein	41.16
AL603839.3	ENSG00000238287	NA	RP11-656D10.3	NA	1	antisense	NA	42.48
EXO5	ENSG00000164002	64789	EXO5	EXO5	1	protein_coding	exonuclease 5	43.67
AL603839.1	ENSG00000227278	NA	RP11-656D10.5	NA	1	antisense	NA	45.23
AL603839.2	ENSG00000238186	NA	RP11-656D10.6	NA	1	antisense	NA	40.46
ZNF684	ENSG00000117010	127396	ZNF684	ZNF684	1	protein_coding	zinc finger protein 684	40.31
RIMS3	ENSG00000117016	9783	RIMS3	RIMS3	1	protein_coding	regulating synaptic membrane exocytosis 3	51.39
AL031289.1	ENSG00000237899	NA	RP4-739H11.3	NA	1	lincRNA	NA	45.16
NFYC-AS1	ENSG00000272145	NA	NFYC-AS1	NFYC-AS1	1	antisense	NFYC antisense RNA 1	49.61
NFYC	ENSG00000066136	4802	NFYC	NFYC	1	protein_coding	nuclear transcription factor Y subunit gamma	42.65
KCNQ4	ENSG00000117013	9132	KCNQ4	KCNQ4	1	protein_coding	potassium voltage-gated channel subfamily Q member 4	55.5
CITED4	ENSG00000179862	163732	CITED4	CITED4	1	protein_coding	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4	73.48
AC119677.1	ENSG00000229528	NA	RP5-1066H13.4	NA	1	antisense	NA	45.74
CTPS1	ENSG00000171793	1503	CTPS1	CTPS1	1	protein_coding	CTP synthase 1	45.27
SLFNL1-AS1	ENSG00000281207	NA	SLFNL1-AS1	SLFNL1-AS1	1	antisense	SLFNL1 antisense RNA 1	49.97
SLFNL1	ENSG00000171790	200172	SLFNL1	SLFNL1	1	protein_coding	schlafen like 1	57.34
SCMH1	ENSG00000010803	22955	SCMH1	SCMH1	1	protein_coding	Scm polycomb group protein homolog 1	39.5
AC093151.3	ENSG00000235358	NA	RP11-399E6.1	NA	1	lincRNA	NA	45.18
FOXO6	ENSG00000204060	100132074	FOXO6	FOXO6	1	protein_coding	forkhead box O6	58.03
AC093151.2	ENSG00000229901	NA	RP11-399E6.4	NA	1	antisense	NA	47.6
EDN2	ENSG00000127129	1907	EDN2	EDN2	1	protein_coding	endothelin 2	56.98
HIVEP3	ENSG00000127124	59269	HIVEP3	HIVEP3	1	protein_coding	human immunodeficiency virus type I enhancer binding protein 3	46.45
AL445933.2	ENSG00000230881	NA	RP11-486B10.3	NA	1	antisense	NA	52.11
GUCA2B	ENSG00000044012	2981	GUCA2B	GUCA2B	1	protein_coding	guanylate cyclase activator 2B	59.94
GUCA2A	ENSG00000197273	2980	GUCA2A	GUCA2A	1	protein_coding	guanylate cyclase activator 2A	57.54
FOXJ3	ENSG00000198815	22887	FOXJ3	FOXJ3	1	protein_coding	forkhead box J3	38.57
RIMKLA	ENSG00000177181	284716	RIMKLA	RIMKLA	1	protein_coding	ribosomal modification protein rimK like family member A	43.61
ZMYND12	ENSG00000066185	84217	ZMYND12	ZMYND12	1	protein_coding	zinc finger MYND-type containing 12	42.83
PPCS	ENSG00000127125	79717	PPCS	PPCS	1	protein_coding	phosphopantothenoylcysteine synthetase	42.3
CCDC30	ENSG00000186409	728621	CCDC30	CCDC30	1	protein_coding	coiled-coil domain containing 30	39.32
PPIH	ENSG00000171960	10465	PPIH	PPIH	1	protein_coding	peptidylprolyl isomerase H	43.8
AC098484.2	ENSG00000234917	NA	RP5-994D16.3	NA	1	lincRNA	NA	44.07
YBX1	ENSG00000065978	4904	YBX1	YBX1	1	protein_coding	Y-box binding protein 1	40.41
CLDN19	ENSG00000164007	149461	CLDN19	CLDN19	1	protein_coding	claudin 19	59.56
P3H1	ENSG00000117385	64175	P3H1	P3H1	1	protein_coding	prolyl 3-hydroxylase 1	50.04
C1orf50	ENSG00000164008	79078	C1orf50	C1orf50	1	protein_coding	chromosome 1 open reading frame 50	43.45
AC098484.1	ENSG00000228452	NA	RP5-994D16.9	NA	1	antisense	NA	43.56
TMEM269	ENSG00000274386	100129924	RP5-994D16.11	TMEM269	1	protein_coding	transmembrane protein 269	44.09
SVBP	ENSG00000177868	374969	SVBP	SVBP	1	protein_coding	small vasohibin binding protein	41.39
ERMAP	ENSG00000164010	114625	ERMAP	ERMAP	1	protein_coding	erythroblast membrane associated protein (Scianna blood group)	43.19
AL512353.1	ENSG00000228192	NA	RP11-342M1.3	NA	1	antisense	NA	43.34
ZNF691	ENSG00000164011	51058	ZNF691	ZNF691	1	protein_coding	zinc finger protein 691	47.25
SLC2A1	ENSG00000117394	6513	SLC2A1	SLC2A1	1	protein_coding	solute carrier family 2 member 1	52.89
SLC2A1-AS1	ENSG00000227533	NA	SLC2A1-AS1	SLC2A1-AS1	1	lincRNA	SLC2A1 antisense RNA 1	48.55
FAM183A	ENSG00000186973	440585	FAM183A	FAM183A	1	protein_coding	family with sequence similarity 183 member A	43.92
EBNA1BP2	ENSG00000117395	10969	EBNA1BP2	EBNA1BP2	1	protein_coding	EBNA1 binding protein 2	44.38
CFAP57	ENSG00000243710	149465	CFAP57	CFAP57	1	protein_coding	cilia and flagella associated protein 57	44.04
TMEM125	ENSG00000179178	128218	TMEM125	TMEM125	1	protein_coding	transmembrane protein 125	58.32
C1orf210	ENSG00000253313	149466	C1orf210	C1orf210	1	protein_coding	chromosome 1 open reading frame 210	53.9
TIE1	ENSG00000066056	7075	TIE1	TIE1	1	protein_coding	tyrosine kinase with immunoglobulin like and EGF like domains 1	54.59
MPL	ENSG00000117400	4352	MPL	MPL	1	protein_coding	MPL proto-oncogene, thrombopoietin receptor	48.43
AL139289.2	ENSG00000234694	NA	RP1-92O14.3	NA	1	antisense	NA	47.42
CDC20	ENSG00000117399	991	CDC20	CDC20	1	protein_coding	cell division cycle 20	52.2
ELOVL1	ENSG00000066322	64834	ELOVL1	ELOVL1	1	protein_coding	ELOVL fatty acid elongase 1	58.74
MED8	ENSG00000159479	112950	MED8	MED8	1	protein_coding	mediator complex subunit 8	46.78
AL139289.1	ENSG00000229431	NA	RP1-92O14.6	NA	1	antisense	NA	45.54
SZT2	ENSG00000198198	23334	SZT2	SZT2	1	protein_coding	SZT2, KICSTOR complex subunit	50.23
SZT2-AS1	ENSG00000229372	NA	SZT2-AS1	SZT2-AS1	1	antisense	SZT2 antisense RNA 1	61.33
HYI	ENSG00000178922	81888	HYI	HYI	1	protein_coding	hydroxypyruvate isomerase (putative)	59.36
HYI-AS1	ENSG00000229348	NA	HYI-AS1	HYI-AS1	1	3prime_overlapping_ncRNA	HYI antisense RNA 1	41.02
PTPRF	ENSG00000142949	5792	PTPRF	PTPRF	1	protein_coding	protein tyrosine phosphatase, receptor type F	55.69
KDM4A	ENSG00000066135	9682	KDM4A	KDM4A	1	protein_coding	lysine demethylase 4A	46.75
KDM4A-AS1	ENSG00000236200	NA	KDM4A-AS1	KDM4A-AS1	1	antisense	KDM4A antisense RNA 1	51.12
ST3GAL3	ENSG00000126091	6487	ST3GAL3	ST3GAL3	1	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	44.35
AL451062.1	ENSG00000229444	NA	RP11-184I16.4	NA	1	antisense	NA	43.81
ARTN	ENSG00000117407	9048	ARTN	ARTN	1	protein_coding	artemin	63.77
AL357079.1	ENSG00000237950	NA	RP11-7O11.3	NA	1	antisense	NA	49.77
IPO13	ENSG00000117408	9670	IPO13	IPO13	1	protein_coding	importin 13	51.66
DPH2	ENSG00000132768	1802	DPH2	DPH2	1	protein_coding	DPH2 homolog	56.05
ATP6V0B	ENSG00000117410	533	ATP6V0B	ATP6V0B	1	protein_coding	ATPase H+ transporting V0 subunit b	57.08
B4GALT2	ENSG00000117411	8704	B4GALT2	B4GALT2	1	protein_coding	beta-1,4-galactosyltransferase 2	56.94
CCDC24	ENSG00000159214	149473	CCDC24	CCDC24	1	protein_coding	coiled-coil domain containing 24	57.95
SLC6A9	ENSG00000196517	6536	SLC6A9	SLC6A9	1	protein_coding	solute carrier family 6 member 9	56.44
AL139220.2	ENSG00000230615	NA	RP5-1198O20.4	NA	1	lincRNA	NA	44.73
KLF17	ENSG00000171872	128209	KLF17	KLF17	1	protein_coding	Kruppel like factor 17	45.36
KLF18	ENSG00000283039	105378952	KLF18	KLF18	1	protein_coding	Kruppel like factor 18	53.69
DMAP1	ENSG00000178028	55929	DMAP1	DMAP1	1	protein_coding	DNA methyltransferase 1 associated protein 1	52.33
ERI3	ENSG00000117419	79033	ERI3	ERI3	1	protein_coding	ERI1 exoribonuclease family member 3	47.73
RNF220	ENSG00000187147	55182	RNF220	RNF220	1	protein_coding	ring finger protein 220	47.21
TMEM53	ENSG00000126106	79639	TMEM53	TMEM53	1	protein_coding	transmembrane protein 53	51.56
ARMH1	ENSG00000198520	339541	C1orf228	ARMH1	1	protein_coding	armadillo-like helical domain containing 1	47.54
KIF2C	ENSG00000142945	11004	KIF2C	KIF2C	1	protein_coding	kinesin family member 2C	49.08
AL592166.1	ENSG00000225721	NA	RP11-269F19.2	NA	1	antisense	NA	49.71
RPS8	ENSG00000142937	6202	RPS8	RPS8	1	protein_coding	ribosomal protein S8	55.11
BEST4	ENSG00000142959	266675	BEST4	BEST4	1	protein_coding	bestrophin 4	59.01
PLK3	ENSG00000173846	1263	PLK3	PLK3	1	protein_coding	polo like kinase 3	59.69
TCTEX1D4	ENSG00000188396	343521	TCTEX1D4	TCTEX1D4	1	protein_coding	Tctex1 domain containing 4	69.86
BTBD19	ENSG00000222009	149478	BTBD19	BTBD19	1	protein_coding	BTB domain containing 19	56.17
PTCH2	ENSG00000117425	8643	PTCH2	PTCH2	1	protein_coding	patched 2	53.14
EIF2B3	ENSG00000070785	8891	EIF2B3	EIF2B3	1	protein_coding	eukaryotic translation initiation factor 2B subunit gamma	42.55
HECTD3	ENSG00000126107	79654	HECTD3	HECTD3	1	protein_coding	HECT domain E3 ubiquitin protein ligase 3	56.66
UROD	ENSG00000126088	7389	UROD	UROD	1	protein_coding	uroporphyrinogen decarboxylase	52.29
ZSWIM5	ENSG00000162415	57643	ZSWIM5	ZSWIM5	1	protein_coding	zinc finger SWIM-type containing 5	41.49
LINC01144	ENSG00000281912	NA	LINC01144	LINC01144	1	lincRNA	long intergenic non-protein coding RNA 1144	56.9
HPDL	ENSG00000186603	84842	HPDL	HPDL	1	protein_coding	4-hydroxyphenylpyruvate dioxygenase like	62.8
MUTYH	ENSG00000132781	4595	MUTYH	MUTYH	1	protein_coding	mutY DNA glycosylase	51.03
TOE1	ENSG00000132773	114034	TOE1	TOE1	1	protein_coding	target of EGR1, exonuclease	53.53
TESK2	ENSG00000070759	10420	TESK2	TESK2	1	protein_coding	testis associated actin remodelling kinase 2	42.23
CCDC163	ENSG00000280670	126661	CCDC163P	CCDC163	1	protein_coding	coiled-coil domain containing 163	50.89
MMACHC	ENSG00000132763	25974	MMACHC	MMACHC	1	protein_coding	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	47.99
PRDX1	ENSG00000117450	5052	PRDX1	PRDX1	1	protein_coding	peroxiredoxin 1	47.46
AKR1A1	ENSG00000117448	10327	AKR1A1	AKR1A1	1	protein_coding	aldo-keto reductase family 1 member A1	49.1
NASP	ENSG00000132780	4678	NASP	NASP	1	protein_coding	nuclear autoantigenic sperm protein	42.9
CCDC17	ENSG00000159588	149483	CCDC17	CCDC17	1	protein_coding	coiled-coil domain containing 17	58.1
GPBP1L1	ENSG00000159592	60313	GPBP1L1	GPBP1L1	1	protein_coding	GC-rich promoter binding protein 1 like 1	41.19
TMEM69	ENSG00000159596	51249	TMEM69	TMEM69	1	protein_coding	transmembrane protein 69	44.47
IPP	ENSG00000197429	3652	IPP	IPP	1	protein_coding	intracisternal A particle-promoted polypeptide	42.34
MAST2	ENSG00000086015	23139	MAST2	MAST2	1	protein_coding	microtubule associated serine/threonine kinase 2	41.32
PIK3R3	ENSG00000117461	8503	PIK3R3	PIK3R3	1	protein_coding	phosphoinositide-3-kinase regulatory subunit 3	40.27
AL358075.4	ENSG00000278139	110117499	PIK3R3	NA	1	protein_coding	-PIK3R3 readthrough	42.19
AL358075.1	ENSG00000226957	NA	RP4-533D7.4	NA	1	antisense	NA	43.26
AL358075.2	ENSG00000227857	NA	RP4-533D7.5	NA	1	antisense	NA	42.58
TSPAN1	ENSG00000117472	10103	TSPAN1	TSPAN1	1	protein_coding	tetraspanin 1	50.69
AL672043.1	ENSG00000250719	110117498	RP11-322N21.2	NA	1	protein_coding	Homo sapiens uncharacterized LOC110117498 (LOC110117498), mRNA.	54.88
POMGNT1	ENSG00000085998	55624	POMGNT1	POMGNT1	1	protein_coding	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	49.39
LURAP1	ENSG00000171357	541468	LURAP1	LURAP1	1	protein_coding	leucine rich adaptor protein 1	46.79
RAD54L	ENSG00000085999	8438	RAD54L	RAD54L	1	protein_coding	RAD54 like	46.5
LRRC41	ENSG00000132128	10489	LRRC41	LRRC41	1	protein_coding	leucine rich repeat containing 41	47.41
UQCRH	ENSG00000173660	7388	UQCRH	UQCRH	1	protein_coding	ubiquinol-cytochrome c reductase hinge protein	46.3
NSUN4	ENSG00000117481	387338	NSUN4	NSUN4	1	protein_coding	NOP2/Sun RNA methyltransferase family member 4	47.35
FAAH	ENSG00000117480	2166	FAAH	FAAH	1	protein_coding	fatty acid amide hydrolase	55.38
DMBX1	ENSG00000197587	127343	DMBX1	DMBX1	1	protein_coding	diencephalon/mesencephalon homeobox 1	55.86
AL136373.1	ENSG00000282881	105378696	RP11-49P4.7	NA	1	protein_coding	uncharacterized LOC105378696	65.22
MKNK1-AS1	ENSG00000269956	NA	MKNK1-AS1	MKNK1-AS1	1	antisense	MKNK1 antisense RNA 1	52.46
KNCN	ENSG00000162456	148930	KNCN	KNCN	1	protein_coding	kinocilin	56.75
MKNK1	ENSG00000079277	8569	MKNK1	MKNK1	1	protein_coding	MAP kinase interacting serine/threonine kinase 1	48.24
MOB3C	ENSG00000142961	148932	MOB3C	MOB3C	1	protein_coding	MOB kinase activator 3C	54.42
ATPAF1	ENSG00000123472	64756	ATPAF1	ATPAF1	1	protein_coding	ATP synthase mitochondrial F1 complex assembly factor 1	41.86
TEX38	ENSG00000186118	374973	TEX38	TEX38	1	protein_coding	testis expressed 38	48.86
EFCAB14-AS1	ENSG00000228237	NA	EFCAB14-AS1	EFCAB14-AS1	1	antisense	EFCAB14 antisense RNA 1	39.77
EFCAB14	ENSG00000159658	9813	EFCAB14	EFCAB14	1	protein_coding	EF-hand calcium binding domain 14	40.17
CYP4B1	ENSG00000142973	1580	CYP4B1	CYP4B1	1	protein_coding	cytochrome P450 family 4 subfamily B member 1	43.78
CYP4A11	ENSG00000187048	1579	CYP4A11	CYP4A11	1	protein_coding	cytochrome P450 family 4 subfamily A member 11	48.46
CYP4X1	ENSG00000186377	260293	CYP4X1	CYP4X1	1	protein_coding	cytochrome P450 family 4 subfamily X member 1	39.21
CYP4Z1	ENSG00000186160	199974	CYP4Z1	CYP4Z1	1	protein_coding	cytochrome P450 family 4 subfamily Z member 1	39.77
CYP4A22-AS1	ENSG00000225506	NA	CYP4A22-AS1	CYP4A22-AS1	1	lincRNA	CYP4A22 antisense RNA 1	41.62
CYP4A22	ENSG00000162365	284541	CYP4A22	CYP4A22	1	protein_coding	cytochrome P450 family 4 subfamily A member 22	48.58
LINC00853	ENSG00000224805	NA	LINC00853	LINC00853	1	antisense	long intergenic non-protein coding RNA 853	56.06
PDZK1IP1	ENSG00000162366	10158	PDZK1IP1	PDZK1IP1	1	protein_coding	PDZK1 interacting protein 1	57.89
TAL1	ENSG00000162367	6886	TAL1	TAL1	1	protein_coding	TAL bHLH transcription factor 1, erythroid differentiation factor	53.17
AL135960.1	ENSG00000226252	NA	RP1-18D14.7	NA	1	antisense	NA	52.42
STIL	ENSG00000123473	6491	STIL	STIL	1	protein_coding	STIL, centriolar assembly protein	40.02
CMPK1	ENSG00000162368	51727	CMPK1	CMPK1	1	protein_coding	cytidine/uridine monophosphate kinase 1	42.2
LINC01389	ENSG00000225762	NA	LINC01389	LINC01389	1	antisense	long intergenic non-protein coding RNA 1389	45.26
FOXE3	ENSG00000186790	2301	FOXE3	FOXE3	1	protein_coding	forkhead box E3	68.25
FOXD2-AS1	ENSG00000237424	NA	FOXD2-AS1	FOXD2-AS1	1	lincRNA	FOXD2 adjacent opposite strand RNA 1	58.67
FOXD2	ENSG00000186564	2306	FOXD2	FOXD2	1	protein_coding	forkhead box D2	64.92
LINC01738	ENSG00000227947	NA	RP11-543D5.1	LINC01738	1	lincRNA	long intergenic non-protein coding RNA 1738	48.07
TRABD2B	ENSG00000269113	388630	TRABD2B	TRABD2B	1	protein_coding	TraB domain containing 2B	48.75
AL691459.1	ENSG00000223814	NA	RP11-543D5.2	NA	1	lincRNA	NA	52.4
AC096541.1	ENSG00000225028	NA	RP11-330M19.1	NA	1	lincRNA	NA	52.3
AL356289.1	ENSG00000226133	NA	RP4-683M8.2	NA	1	lincRNA	NA	45.16
AL356289.2	ENSG00000231413	NA	RP11-193P11.3	NA	1	lincRNA	NA	44.63
AL356289.3	ENSG00000279096	NA	AL356289.1	NA	1	TEC	NA	47.92
AL109659.1	ENSG00000223720	NA	RP5-1024N4.2	NA	1	lincRNA	NA	41.25
SLC5A9	ENSG00000117834	200010	SLC5A9	SLC5A9	1	protein_coding	solute carrier family 5 member 9	48.99
AL109659.2	ENSG00000272491	NA	RP5-1024N4.4	NA	1	antisense	NA	53.58
SPATA6	ENSG00000132122	54558	SPATA6	SPATA6	1	protein_coding	spermatogenesis associated 6	37.04
AGBL4	ENSG00000186094	84871	AGBL4	AGBL4	1	protein_coding	ATP/GTP binding protein like 4	39.05
BEND5	ENSG00000162373	79656	BEND5	BEND5	1	protein_coding	BEN domain containing 5	44.07
AC099788.1	ENSG00000229846	NA	RP11-141A19.1	NA	1	antisense	NA	38.73
AL590432.1	ENSG00000230114	NA	RP11-141A19.2	NA	1	antisense	NA	39.09
ELAVL4	ENSG00000162374	1996	ELAVL4	ELAVL4	1	protein_coding	ELAV like RNA binding protein 4	40.1
AL592182.2	ENSG00000237337	NA	RP11-567C20.2	NA	1	antisense	NA	37.49
AL592182.1	ENSG00000233407	NA	RP11-567C20.3	NA	1	antisense	NA	42.98
DMRTA2	ENSG00000142700	63950	DMRTA2	DMRTA2	1	protein_coding	DMRT like family A2	60.11
FAF1	ENSG00000185104	11124	FAF1	FAF1	1	protein_coding	Fas associated factor 1	38.27
AL049637.1	ENSG00000225767	NA	RP5-850O15.3	NA	1	antisense	NA	38.99
CDKN2C	ENSG00000123080	1031	CDKN2C	CDKN2C	1	protein_coding	cyclin dependent kinase inhibitor 2C	40.97
C1orf185	ENSG00000204006	284546	C1orf185	C1orf185	1	protein_coding	chromosome 1 open reading frame 185	37.89
LINC01562	ENSG00000203356	NA	LINC01562	LINC01562	1	lincRNA	long intergenic non-protein coding RNA 1562	43.57
RNF11	ENSG00000123091	26994	RNF11	RNF11	1	protein_coding	ring finger protein 11	41.25
AL162430.2	ENSG00000236434	NA	RP11-296A18.6	NA	1	antisense	NA	42.45
TTC39A	ENSG00000085831	22996	TTC39A	TTC39A	1	protein_coding	tetratricopeptide repeat domain 39A	51.4
TTC39A-AS1	ENSG00000261664	NA	TTC39A-AS1	TTC39A-AS1	1	antisense	TTC39A antisense RNA 1	53.68
EPS15	ENSG00000085832	2060	EPS15	EPS15	1	protein_coding	epidermal growth factor receptor pathway substrate 15	38.05
AC104170.2	ENSG00000238140	NA	RP11-253A20.1	NA	1	antisense	NA	40.86
AC104170.1	ENSG00000227070	NA	RP11-191G24.1	NA	1	antisense	NA	42.35
OSBPL9	ENSG00000117859	114883	OSBPL9	OSBPL9	1	protein_coding	oxysterol binding protein like 9	40.08
NRDC	ENSG00000078618	4898	NRDC	NRDC	1	protein_coding	nardilysin convertase	39.35
AL050343.1	ENSG00000266993	NA	RP4-657D16.3	NA	1	antisense	NA	42.62
AL050343.2	ENSG00000272175	NA	RP4-657D16.6	NA	1	antisense	NA	35.71
RAB3B	ENSG00000169213	5865	RAB3B	RAB3B	1	protein_coding	RAB3B, member RAS oncogene family	44.37
TXNDC12	ENSG00000117862	51060	TXNDC12	TXNDC12	1	protein_coding	thioredoxin domain containing 12	43.03
KTI12	ENSG00000198841	112970	KTI12	KTI12	1	protein_coding	KTI12 chromatin associated homolog	55.37
AL445685.1	ENSG00000223390	NA	RP11-91A18.4	NA	1	antisense	NA	43.28
TXNDC12-AS1	ENSG00000228369	NA	TXNDC12-AS1	TXNDC12-AS1	1	antisense	TXNDC12 antisense RNA 1	43.09
BTF3L4	ENSG00000134717	91408	BTF3L4	BTF3L4	1	protein_coding	basic transcription factor 3 like 4	41.19
ZFYVE9	ENSG00000157077	9372	ZFYVE9	ZFYVE9	1	protein_coding	zinc finger FYVE-type containing 9	40.84
CC2D1B	ENSG00000154222	200014	CC2D1B	CC2D1B	1	protein_coding	coiled-coil and C2 domain containing 1B	51.22
AL513218.1	ENSG00000272100	NA	RP11-155O18.6	NA	1	antisense	NA	52.94
ORC1	ENSG00000085840	4998	ORC1	ORC1	1	protein_coding	origin recognition complex subunit 1	44.76
PRPF38A	ENSG00000134748	84950	PRPF38A	PRPF38A	1	protein_coding	pre-mRNA processing factor 38A	41.39
TUT4	ENSG00000134744	23318	ZCCHC11	TUT4	1	protein_coding	terminal uridylyl transferase 4	38.59
AL591167.1	ENSG00000272371	NA	RP11-25O10.2	NA	1	lincRNA	NA	43.42
GPX7	ENSG00000116157	2882	GPX7	GPX7	1	protein_coding	glutathione peroxidase 7	49.67
SHISAL2A	ENSG00000182183	348378	FAM159A	SHISAL2A	1	protein_coding	shisa like 2A	45.98
COA7	ENSG00000162377	65260	COA7	COA7	1	protein_coding	cytochrome c oxidase assembly factor 7 (putative)	46.05
ZYG11B	ENSG00000162378	79699	ZYG11B	ZYG11B	1	protein_coding	zyg-11 family member B, cell cycle regulator	41.29
ZYG11A	ENSG00000203995	440590	ZYG11A	ZYG11A	1	protein_coding	zyg-11 family member A, cell cycle regulator	43.56
AC099677.4	ENSG00000242391	NA	RP4-631H13.2	NA	1	antisense	NA	42.14
ECHDC2	ENSG00000121310	55268	ECHDC2	ECHDC2	1	protein_coding	enoyl-CoA hydratase domain containing 2	47.09
SCP2	ENSG00000116171	6342	SCP2	SCP2	1	protein_coding	sterol carrier protein 2	40.01
ENSG00000279054	NA	NA	AL445183.1	NA	NA	NA	NA	NA
PODN	ENSG00000174348	127435	PODN	PODN	1	protein_coding	podocan	56.02
